21.03.21 20:40;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-255;76;182;|;-25;7;18
21.03.21 20:40;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-255;76;175;|;-25;7;17
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-262;75;182;|;-26;7;18
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-262;75;181;|;-26;7;18
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-262;75;179;|;-26;7;17
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-262;75;180;|;-26;7;18
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-262;75;177;|;-26;7;17
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-255;76;175;|;-25;7;17
21.03.21 20:42;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-259;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-258;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-259;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-258;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-256;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-257;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-257;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-258;75;176;|;-25;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-260;75;176;|;-26;7;17
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-259;75;182;|;-25;7;18
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-259;76;182;|;-25;7;18
21.03.21 20:43;RIGHT_CLICK_BLOCK;pepeeja;DIM:0;-259;76;182;|;-25;7;18
21.03.21 20:43;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-259;75;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-259;75;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-260;76;182;|;-26;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-260;76;182;|;-26;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-260;77;182;|;-26;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-260;77;182;|;-26;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-259;77;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-259;77;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-258;77;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-258;77;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-258;76;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-258;76;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-258;75;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-258;75;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-257;74;183;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-257;75;182;|;-25;7;18
21.03.21 20:44;HARVEST_BLOCK;pepeeja;DIM:0;-257;75;182;|;-25;7;18
21.03.21 20:44;LEFT_CLICK_BLOCK;pepeeja;DIM:0;-257;76;182;|;-25;7;18
